entropiaRGB,entropiaHSV,entropiaGris,entropiaR,entropiaG,entropiaB,entropiaNRR,entropiaNRR_HSV,rango_dinamicoRGB,rango_dinamicoHSV,rango_dinamicoGris,rango_dinamicoR,rango_dinamicoG,rango_dinamicoB,rango_dinamicoNRR,rango_dinamicoNRR_HSV,std_intensidadRGB,std_intensidadHSV,std_intensidadGris,std_intensidadR,std_intensidadG,std_intensidadB,std_intensidadNRR,std_intensidadNRR_HSV,varianzaRGB,varianzaHSV,varianzaGris,varianzaR,varianzaG,varianzaB,varianzaNRR,varianzaNRR_HSV,mediaRGB,mediaHSV,mediaGris,mediaR,mediaG,mediaB,mediaNRR,mediaNRR_HSV,energiaRGB,energiaHSV,energiaGris,energiaR,energiaG,energiaB,energiaNRR,energiaNRR_HSV,contrast_red,homogeneity_red,correlation_red,contrast_green,homogeneity_green,correlation_green,contrast_blue,homogeneity_blue,correlation_blue,contrast_gray,homogeneity_gray,correlation_gray,contrast_NRR,homogeneity_NRR,correlation_NRR,CDR,DDLS,NRR,dist1,dist2,dist3,dist4,radioD,radioC,centro1,centro2,energy_db3,average_dh_db3,average_dv_db3,energy_sym3,average_dh_sym3,average_dv_sym3,energy_bior33,average_dh_bior33,average_dv_bior33,energy_bior35,average_dh_bior35,average_dv_bior35,energy_bior37,average_dh_bior37,average_dv_bior37,imagen,glaucoma
6.31312761444209,5.36320607138347,5.70706731239429,3.52980244811669,6.22958842977222,4.61881241700422,1.49135839788949,1.37364254766561,255,1,194,255,194,47,255,1,93.8515811153823,0.417914009482038,28.0038228167339,27.7236603114854,42.8818059341499,7.14492077201108,60.941236213427,0.277541383406804,8808.11927785719,0.174652119321353,784.214092351026,768.601341066629,1838.8492801741,51.0498928383155,3713.8342712207,0.0770292195033628,128.15442962963,0.632575989384343,143.955166666667,116.877122222222,242.363388888889,25.2227777777778,20.7955259259259,0.0956271120012163,6812544012,155197.040797953,1935656585,1298596905,5452095701,61851406,1119494092,23266.8392651056,227.623745819398,0.996513116638796,0.920177752026297,209.500836120401,0.996790734740803,0.927949401737576,241.397157190635,0.996302126881271,0.914955360789179,172.530100334448,0.997357075668896,0.937555609864125,343.610367892977,0.994736360785953,0.979061449994898,1.75280898876405,0.429487179487179,13287,-70.9399075102944,-3.9399075102944,-25.2043430106087,41.7956569893913,78,44.5,-37.4399075102944,8.29565698939132,2.28286610408783,0.00678761002995024,0.000656648199525102,2.28286610408783,0.00678761002995024,0.000656648199525102,0.82140568641103,0.00672985016446671,0.00401638392285024,0.871122482743397,0.00603324580515094,0.00438286534209162,0.913108667976415,0.00606934631265944,0.00464894736851495,image_0001.jpg,0
6.85061409897859,5.89795360375161,6.02551637800295,5.78412037139107,6.07058252908941,3.94896696956111,0.465038339651017,0.87059029745022,255,1,173,255,156,53,255,255,82.011185743861,0.38982468080319,17.7671735196131,17.7769759992074,27.3027548631144,3.9497176258538,45.183241956185,41.348843795683,6725.83458711407,0.151963281763309,315.672454876042,316.020875676396,745.440423115319,15.6002693239801,2041.52535367116,1709.72688323979,119.165118518519,0.591605142455547,127.026611111111,93.5536666666667,227.145577777778,36.7961111111111,12.4440888888889,7.64242154355644,5650056490,135529.02814937,1480628599,816147532,4710649108,123259850,593020748,477394332.651205,2.89966555183946,0.999955581103679,0.714263416001567,7.97408026755853,0.999877848035117,0.476129153516139,7.97408026755853,0.999877848035117,0.420991309588324,3.62458193979933,0.999944476379599,-2.78714568410491e-05,358.108695652174,0.994514266304348,0.96915324421122,2.1044776119403,0.524822695035461,8888,-64.2856624589217,9.71433754107829,-44.0207075415947,29.9792924584053,70.5,33.5,-27.2856624589217,-7.0207075415947,0.419842921233461,0.00561661372967643,-0.000521313487770433,0.419842921233461,0.00561661372967643,-0.000521313487770433,0.29638337092905,0.00678324843009088,0.00134530255457318,0.314284676657011,0.00693710978147764,0.00198546029526549,0.330810224892536,0.0069140687647144,0.00297472225376331,image_0002.jpg,0
7.54298502899703,6.43620919587027,6.57299029893565,6.67514566672232,6.65847447029357,5.51174112877567,0.45561069013141,0.913843451404968,255,1,226,255,227,145,255,255,70.8289026221753,0.356080594626736,31.8807112146148,31.3653335451036,43.441158973044,15.0300887345978,49.5584797648087,43.5876919517851,5016.73344666159,0.12679338986973,1016.37974754966,983.784148395601,1887.13429292128,225.903567369884,2456.04291659895,1899.88688968371,117.838592592593,0.529255919109671,125.710055555556,101.593477777778,201.979244444444,49.9430555555556,14.1267333333333,7.939375716394,5103715168,109864.282007845,1513744787,1017450715,3841445566,244818887,717011572,529986655.754547,134.834448160535,0.99793452132107,0.950927937634356,118.886287625418,0.998178825250836,0.957164583838185,159.481605351171,0.997556960702341,0.941034580114219,97.8637123745819,0.998500862249164,0.963732903331763,292.866220735786,0.995513691471572,0.974085504967464,2.15,0.534883720930233,8624,-60.8777429937235,8.1222570062765,-44.9922397226672,24.0077602773328,64.5,30,-26.3777429937235,-10.4922397226672,1.52502033669307,0.00528416377022162,0.00487902870806519,1.52502033669307,0.00528416377022162,0.00487902870806519,0.743348942587624,0.00615815498312612,0.00505965253748572,0.759809340800505,0.00448692361472409,0.00625571101066605,0.778105089857263,0.00621994336123699,0.00376749957588143,image_0003.jpg,0
6.68906305091742,5.87062335882982,5.10227656594401,5.90871779809273,5.17300437787191,4.24248019338206,0.272741452586013,0.464874871719602,237,0.954901960784314,75,104,88,31,243,243,65.5452500683464,0.341188071364998,9.7319099449932,9.86765322740538,17.4917058854243,4.77538955595477,30.0202265358621,27.0656703826488,4296.17980652207,0.116409300041767,94.7100711774575,97.3705802163239,305.959774782189,22.8043454111219,901.214001264481,732.550513262192,106.762159259259,0.548039164842629,118.822633333333,100.177111111111,188.786244444444,31.3231222222222,5.53948148148148,3.41905172514404,4237467087,112524.064676357,1279217449,911954078,3235158222,90354787,251612060,200944182.999062,0,1,NaN,0,1,NaN,0,1,NaN,0,1,NaN,188.478260869565,0.99711277173913,0.967629734035502,1.95744680851064,0.489130434782609,4214,-6.0428223317964,38.9571776682036,-25.6057426185594,19.3942573814406,46,23.5,16.4571776682036,-3.10574261855939,0.468470429912133,-0.00453955731848025,0.00612573785923374,0.468470429912133,-0.00453955731848025,0.00612573785923374,0.341307256837857,-0.00496620557264302,0.0070789413259855,0.339614950144328,-0.00380395990504687,0.00724879682622246,0.33925490430449,-0.0031459866694406,0.00688618830945041,image_0004.jpg,0
6.18308518921136,5.34605707852379,5.5694369320698,3.40912637876854,6.16843349467759,4.2340776358983,0.443624147305512,0.843077706215821,255,1,203,255,206,55,255,255,93.0909398618203,0.416514666961801,14.3978456162773,21.663283889155,11.9294624249731,4.81178324503376,49.4203826250124,43.8446564001627,8665.92308435704,0.1734844677943,207.297958390155,469.297868862123,142.312073748844,23.1532579971876,2442.37421880262,1922.35389484833,127.213325925926,0.640014563347996,138.335377777778,102.673944444444,250.071544444444,28.8944888888889,12.9724925925926,7.8355935746051,6709262746,157437.665970325,1740957516,991010837,5641027905,77224004,704875699,535610691.45508,16.6730769230769,0.999744591346154,0.815871705480407,22.4724080267559,0.999655753553512,0.743628738050333,25.3720735785953,0.999611334657191,0.744330303585675,16.6730769230769,0.999744591346154,0.752559900419483,276.918060200669,0.995757995401338,0.974625040154396,2.49056603773585,0.598484848484849,8294,-36.7347398287648,42.2652601712352,-44.222426494989,34.777573505011,66,26.5,2.76526017123516,-4.72242649498904,0.569730729090606,0.0074247813249927,-0.00504503066314105,0.569730729090606,0.0074247813249927,-0.00504503066314105,0.328754765795207,0.00844126457772654,-0.00436430699730834,0.347416586603012,0.00710321686394385,-0.00433049069979153,0.367084843147124,0.00755978439240038,-0.00302707223777263,image_0007.jpg,0
7.3585890499977,6.1661000842424,6.38812348236374,6.46910188960532,6.29713455113723,5.49484419904916,0.316811887995114,0.597542909112624,232,0.966302367941712,166,136,186,192,255,255,65.390341086995,0.329645804282099,27.3639472172167,29.5102805063311,28.9602731458344,23.6540413667218,43.8075392446137,34.7046685476061,4275.89670747355,0.108666356280792,748.785607306624,870.856655562344,838.697420681337,559.513672978588,1919.10049466837,1204.4140189992,119.947159259259,0.531555218698167,132.319011111111,117.145977777778,193.966033333333,48.7294666666667,10.0766555555556,4.85835634459378,5039064509,105628.564171277,1643138819,1313462438,3461535917,264066154,545570741,331563559.835951,0,1,NaN,0,1,NaN,0,1,NaN,0,1,NaN,233.423076923077,0.996424278846154,0.966900048784364,1.74137931034483,0.425742574257426,5161,-33.3263136728681,9.67368632713189,-18.880099120651,24.119900879349,50.5,29,-11.8263136728681,2.61990087934896,0.646588880747049,-0.00658388797549551,0.00596893294260574,0.646588880747049,-0.00658388797549551,0.00596893294260574,0.559377441901644,-0.00545446596394554,0.00799105045068142,0.551808255852571,-0.00506725172346501,0.00754867569588979,0.551407974208672,-0.00137761688758613,0.00702528601665038,image_0008.jpg,0
7.60775750669382,6.58968975703539,6.56884973543936,6.54384540835489,6.55160710069588,6.05559294587464,0.292174335014562,0.540367342638823,214,0.981132075471698,158,121,178,172,255,255,62.8179797159557,0.336309899581347,24.8596464575562,26.6932624129262,27.6880375106132,20.4538657059259,43.0863493583762,32.8792786352247,3946.09857559423,0.113104348556416,618.002021994689,712.530258245338,766.627421189124,418.36062231605,1856.43350103205,1081.04696357274,142.147355555556,0.524664648996023,152.808833333333,135.993955555556,215.523266666667,74.9248444444444,9.53815925925926,4.35068545419164,6521027756,104861.769360536,2157168123,1728619046,4249520764,542887946,525798839,296992284.376436,0,1,NaN,0,1,NaN,0,1,NaN,0,1,NaN,224.724080267559,0.996557535535117,0.964650108882928,1.94117647058824,0.484848484848485,4623,-19.4764242471752,28.5235757528248,-18.9739842686181,29.0260157313819,49.5,25.5,4.5235757528248,5.0260157313819,1.62718336071063,-0.00829444552359654,0.00256760432403306,1.62718336071063,-0.00829444552359654,0.00256760432403306,1.1094126936219,-0.00974768652014193,0.00218799393395708,1.10326037416845,-0.009025083734391,0.00179748471644128,1.10417947466239,-0.0081184861084391,0.00146499355838796,image_0009.jpg,0
7.30752435549638,6.65789146252416,6.3918427785883,6.36441405602644,6.52606648945751,5.75540327783072,0.579417265571813,1.24463410439807,255,1,226,255,224,162,255,255,69.4985512659649,0.35880287388559,40.7843449401962,38.3351761945368,56.2290996042709,24.5864841268811,61.3228643427928,50.5968322173489,4830.04862806796,0.128739502308558,1663.3627922009,1469.58573386618,3161.71164230702,604.495201721377,3760.49369120456,2560.03943043056,132.877125925926,0.492694401032992,138.464088888889,115.336444444444,207.952988888889,75.3419444444445,22.8665851851852,11.1372802459341,6071317560,100301.435542309,1875208340,1329485834,4176550989,565280737,1156507330,724698619.221461,319.688127090301,0.995102816680602,0.946025708392384,308.814381270903,0.995269387541806,0.948142728345628,339.985785953177,0.994791884406354,0.942176192327906,242.846989966555,0.99627991743311,0.957955272859985,324.76254180602,0.99502508361204,0.979087215469578,2.37878787878788,0.579617834394904,12435,-25.8287879782275,65.1712120217725,-49.7670127232452,41.2329872767548,78.5,33,19.6712120217725,-4.26701272324524,2.19994283872009,0.00266018308439089,-0.00631175025481569,2.19994283872009,0.00266018308439089,-0.00631175025481569,0.827712580855091,0.00334690316758505,0.00081348920287074,0.915958255843243,0.0041813743821541,0.0114045021462019,0.954790548195238,0.00400738118555579,0.0091926642492232,image_0010.jpg,1
7.57203604165066,6.35203289483468,6.53302888162427,6.12831613666709,6.66127768951303,6.27488322185611,0.288328981502506,0.543380882787979,233,0.988288288288288,169,107,203,193,255,255,66.8132563747615,0.337969547255891,29.6647300815482,34.296166493362,23.676691288879,29.9873130456431,42.4986993525518,32.5320854221349,4464.01122739961,0.114223414872352,879.996210811108,1176.2270361404,560.58571038888,899.238943697398,1806.13944665859,1058.33658191309,127.430222222222,0.531620352681005,137.594811111111,118.6804,204.747311111111,58.8629555555556,9.29658888888889,4.26554924024443,5589663182,107147.661625983,1783108663,1373512618,3823383680,392766884,510991017,290662444.566603,0,1,NaN,0,1,NaN,0,1,NaN,0,1,NaN,255.170568561873,0.996091137123746,0.959175294927864,1.52941176470588,0.346153846153846,4541,-20.8373171293059,15.1626828706941,-21.3228004730766,14.6771995269234,52,34,-2.83731712930586,-3.32280047307657,1.34821169300477,5.12844906776636e-05,-0.00729546559780925,1.34821169300477,5.12844906776636e-05,-0.00729546559780925,0.807262629404231,0.00109733435858016,-0.00721811055576913,0.807343228798627,0.00244736114724251,-0.00522846075052029,0.810392024084513,0.00306686493604588,-0.00614982436910312,image_0011.jpg,0
7.38435721983369,6.35673000322862,6.69343817503057,6.1656795161401,6.81685569114467,5.26889936381819,0.316811887995114,0.571741532449973,231,0.990825688073395,145,124,169,93,255,255,76.3981680784334,0.371018429268828,28.3862351873909,31.97436883055,32.4923472451167,12.7435373616358,41.3404899284733,34.6414678316992,5836.68008574056,0.137654674857108,805.778348113868,1022.36026211205,1055.75262949724,162.397744487408,1709.03610752621,1200.03129353465,121.268311111111,0.564292254420012,129.306366666667,100.815044444444,217.057744444444,45.9321444444444,9.16654444444444,4.85093844463582,5546518672,123141.576624318,1577331527,1006741988,4335282479,204494205,484124935,330360782.247343,0,1,NaN,0,1,NaN,0,1,NaN,0,1,NaN,263.869565217391,0.995957880434783,0.962582663843194,1.63636363636364,0.388888888888889,5161,-30.4094796722113,11.5905203277887,-17.6133304533854,24.3866695466146,54,33,-9.40947967221126,3.38666954661457,1.19508820040055,0.00535244272838263,0.00332138776239871,1.19508820040055,0.00535244272838263,0.00332138776239871,0.706929313545271,0.00288767808321582,0.0045542045794353,0.708829630629453,0.00224621569328816,0.00326838498309059,0.714653784566595,0.00272217069253893,0.0034088991521034,image_0012.jpg,0
