entropiaRGB,entropiaHSV,entropiaR,entropiaG,entropiaB,entropiaNRR,rango_dinamicoRGB,rango_dinamicoHSV,rango_dinamicoR,rango_dinamicoNRR,varianzaGris,varianzaR,varianzaG,varianzaB,varianzaNRR,mediaRGB,mediaHSV,mediaR,mediaG,mediaB,correlation_NRR,CDR,energy_bior33,average_dh_bior33,average_dv_bior33
6.26826675605183,5.3145932020982,3.40274552710538,6.23166967861547,4.60729824858821,1.48907222355546,255,1,255,255,785.305043407154,769.144364560964,1843.59046616519,50.7020475827511,3733.36043839166,128.179618518519,0.632558312440012,116.902855555556,242.4522,25.1838,0.978773990577679,1.72222222222222,0.810600551598869,-0.00419576872143199,-0.00790561322568238
