entropia,entropiaR,entropiaG,entropiaB,Ientropia,IentropiaR,IentropiaG,IentropiaB,rango_dinamico,rango_dinamicoR,rango_dinamicoG,rango_dinamicoB,std_intensidad,var_intensidad,var_intensidadR,var_intensidadG,var_intensidadB,Ivar_intensidad,Ivar_intensidadR,Ivar_intensidadG,Ivar_intensidadB,CDR,DDLS,dist1,dist2,dist3,dist4,radioD,radioC,centro1,centro2,media,media_r,media_g,media_b,nitidez_borde,nitidez_bordeR,nitidez_bordeG,nitidez_bordeB,energy_cA,energy_cH,energy_cV,energy_cD,Ienergy_cA,Ienergy_cH,Ienergy_cV,Ienergy_cD,contrast_red,homogeneity_red,correlation_red,entropy_red,energy_red,contrast_green,homogeneity_green,correlation_green,entropy_green,energy_green,contrast_blue,homogeneity_blue,correlation_blue,entropy_blue,energy_blue,contrast_gray,homogeneity_gray,correlation_gray,entropy_gray,energy_gray,imagen,glaucoma
6.31312761444209,3.52980244811669,6.22958842977222,4.61881241700422,5.59910722461614,5.57325960314059,5.43664561660416,4.59901556050158,194,255,194,47,28.0038228167339,784.214092351026,1838.8492801741,768.601341066629,51.0498928383155,0.0344811741794193,6833.88396663966,1449.52353715732,134.470435982127,1.84883720930233,0.459119496855346,-76.9530465930806,-3.95304659308061,-27.3123666052767,45.6876333947233,79.5,43,-40.4530465930806,9.18763339472329,128.15442962963,242.363388888889,116.877122222222,25.2227777777778,864740,1197847,901258,680122,29761.252260669,0.9460553633218,5.50854671280277,0.176028450595925,21241.4327181853,7.47833141099577,16.6452210688197,1.34079969242599,41.0866443701225,0.714411078423722,0.9884226904979,3.52980244811669,22337002,13.4934894091416,0.597291512795499,0.99105763173409,6.22958842977222,22310161,3.58530657748049,0.60941571365495,0.964478521695823,4.61881241700422,22223590,15.7032998885173,0.655208099554264,0.989694249705489,5.70706731239429,22321001,image_0001.jpg,0
6.85061409897859,5.78412037139107,6.07058252908941,3.94896696956111,5.75888243875389,6.27973675046372,5.54931346899526,3.90933005118681,173,255,156,53,17.7671735196131,315.672454876042,745.440423115319,316.020875676396,15.6002693239801,0.0278350217188071,5895.66076136646,1003.14428155374,171.917397588369,1.36363636363636,0.266666666666667,-10.8816653630603,13.1183346369397,-11.1675989473539,12.8324010526461,45,33,1.11833463693975,0.832401052646134,119.165118518519,227.145577777778,93.5536666666667,36.7961111111111,714084,1210605,750111,652612,22769.0129142638,0.383064206074587,0.643717800845829,0.104079200307574,16334.3226835832,6.88460592079969,12.1848135332564,1.12665128796617,3.7647491638796,0.656203655959325,0.997453363525693,5.78412037139107,22943761,2.56624303232999,0.638876879621538,0.995930876726114,6.07058252908941,22941970,1.9221850613155,0.640731344171609,0.938098011254586,3.94896696956111,22940139,2.11140468227425,0.680390932811756,0.996637562156922,6.02551637800295,22942663,image_0002.jpg,0
7.54298502899703,6.67514566672232,6.65847447029357,5.51174112877567,6.10951615433116,6.53257683084381,6.00486474726501,4.95227499794274,226,255,227,145,31.8807112146148,1016.37974754966,1887.13429292128,983.784148395601,225.903567369884,0.0281799955463625,4866.23829340214,1236.22578020633,288.00513154146,2.43636363636364,0.58955223880597,-63.2514740145243,15.7485259854757,-49.9431101602556,29.0568898397444,67,27.5,-23.7514740145243,-10.4431101602556,117.838592592593,201.979244444444,101.593477777778,49.9430555555556,1267223,1372524,1204450,957251,23273.2298539024,2.25870434448289,3.60646289888504,0.332691272587466,15324.9574125336,6.40317954632834,10.4943291041907,1.04348712033833,14.813745819398,0.523138493954883,0.996018222396529,6.67514566672232,22396810,15.8764325529543,0.468126354325959,0.991883382455384,6.65847447029357,22380418,5.79460423634337,0.509230040034456,0.987096690111313,5.51174112877567,22367773,11.2939241917503,0.503552673462917,0.99438961087548,6.57299029893565,22386382,image_0003.jpg,0
6.68906305091742,5.90871779809273,5.17300437787191,4.24248019338206,5.38187573227362,6.07283134736891,5.29627116977844,4.56540416921028,75,104,88,31,9.7319099449932,94.7100711774575,305.959774782189,97.3705802163239,22.8043454111219,0.0238593732889749,3951.66171645749,1121.17307939224,177.587505555495,2.1304347826087,0.530612244897959,-7.67882021247641,44.3211797875236,-30.6807589265255,21.3192410734745,49,23,18.3211797875236,-4.6807589265255,106.762159259259,188.786244444444,100.177111111111,31.3231222222222,904054,1229283,938723,750980,19671.0308765859,0.75881199538639,0.76440984236832,0.147923875432526,14753.6885851596,6.77741253364091,13.4729757785467,1.23788158400615,2.88288740245262,0.579525954319432,0.995275925979419,5.90871779809273,22950000,3.93659977703456,0.571053674215045,0.97982203620044,5.17300437787191,22950000,2.40849498327759,0.589443984357028,0.946950717269041,4.24248019338206,22950000,2.62107023411371,0.603865974202931,0.986167692134901,5.10227656594401,22950000,image_0004.jpg,0
6.18308518921136,3.40912637876854,6.16843349467759,4.2340776358983,5.50758877031452,4.17526925430706,5.8021286975332,4.1808898146322,203,255,206,55,14.3978456162773,207.297958390155,142.312073748844,469.297868862123,23.1532579971876,0.0319444806407239,7301.38392616759,1178.08813666707,108.259620054915,2.69230769230769,0.628571428571429,-40.4525947327901,47.5474052672099,-44.0992178996712,43.9007821003288,70,26,3.54740526720991,-0.0992178996712312,127.213325925926,250.071544444444,102.673944444444,28.8944888888889,799373,1287077,904294,704589,26771.365882353,0.819323337178009,1.34748942714341,0.131526336024606,19682.5112725875,7.76503652441369,16.4758554402153,1.34478277585544,4.94845039018952,0.700406965061936,0.98165011770367,3.40912637876854,22924359,7.09301003344482,0.559618259727953,0.992440857689135,6.16843349467759,22922059,2.66839464882943,0.596603241516467,0.942205795930563,4.2340776358983,22917506,4.14496098104794,0.627102414050523,0.989912290614331,5.5694369320698,22922685,image_0007.jpg,0
7.3585890499977,6.46910188960532,6.29713455113723,5.49484419904916,6.67392731095717,7.06606098750903,6.62127917233597,5.56589933752944,166,136,186,192,27.3639472172167,748.785607306624,838.697420681337,870.856655562344,559.513672978588,0.0263019128058215,3610.10783134615,1431.0453307554,378.787696036623,2.1,0.523809523809524,-34.9606201689276,20.0393798310724,-24.6203136290681,30.3796863709319,52.5,25,-7.46062016892765,2.87968637093186,119.947159259259,193.966033333333,117.145977777778,48.7294666666667,1048368,1290440,1051183,856942,25266.5949903883,1.06799307958478,1.41259900038447,0.264194540561323,13158.8030334487,2.79451364859669,9.34939254133026,0.458935024990388,4.06885172798216,0.533574391126648,0.997570841981195,6.46910188960532,22950000,7.43390189520626,0.507170572638832,0.995737088411334,6.29713455113723,22950000,4.7556856187291,0.518445743674029,0.995758617518257,5.49484419904916,22950000,4.87052396878485,0.527536011770961,0.996749584277129,6.38812348236374,22950000,image_0008.jpg,0
7.60775750669382,6.54384540835489,6.55160710069588,6.05559294587464,6.61034895277059,7.25319116268186,6.42924679728834,5.49947299372098,158,121,178,172,24.8596464575562,618.002021994689,766.627421189124,712.530258245338,418.36062231605,0.0341463904113105,4615.44528743455,1781.61291952021,591.969310692957,2.45833333333333,0.593220338983051,-22.5857482284993,47.4142517715007,-31.6452766381637,38.3547233618363,59,24,12.4142517715007,3.35472336183634,142.147355555556,215.523266666667,135.993955555556,74.9248444444444,1578509,1700761,1526852,1265556,33168.4255401769,2.68379469434833,2.7337908496732,0.599365628604383,18594.4954632834,4.32777393310265,12.5860899653979,1.03250288350634,8.26304347826087,0.453021835086059,0.994589511338435,6.54384540835489,22950000,14.2596321070234,0.422770171497862,0.989991059071452,6.55160710069588,22950000,8.4897212931995,0.443674122807337,0.98985474272979,6.05559294587464,22950000,9.69577480490522,0.44465818667832,0.992143278456453,6.56884973543936,22950000,image_0009.jpg,0
7.30752435549638,6.36441405602644,6.52606648945751,5.75540327783072,6.29927400988143,6.49199044095524,6.31816798753242,5.64179300403219,226,255,224,162,40.7843449401962,1663.3627922009,3161.71164230702,1469.58573386618,604.495201721377,0.0404455877124596,5975.7471743364,1905.6316001821,772.735098102447,3.5,0.714285714285714,-47.3863924469952,67.6136075530048,-62.7764006622936,52.2235993377064,80.5,23,10.1136075530048,-5.27640066229361,132.877125925926,207.952988888889,115.336444444444,75.3419444444445,1000576,1211101,946809,845983,28831.0586851211,1.31563244905805,5.67457131872357,0.218546712802768,22468.0554748174,7.51806612841215,12.6881084198385,1.16326412918108,32.6221516164995,0.590487437672842,0.99473513037272,6.36441405602644,21708288,16.5877926421404,0.544124142905586,0.994287648234466,6.52606648945751,21675625,9.15861761426977,0.558211654320974,0.99232995459681,5.75540327783072,21657608,17.4159420289855,0.582183600988769,0.994678386923419,6.3918427785883,21685979,image_0010.jpg,1
7.57203604165066,6.12831613666709,6.66127768951303,6.27488322185611,6.77644037573562,7.20872076903503,6.6623107873539,5.60247447996581,169,107,203,193,29.6647300815482,879.996210811108,560.58571038888,1176.2270361404,899.238943697398,0.0282422425021614,3899.22318169756,1530.00733894265,552.550906333405,1.86440677966102,0.463636363636364,-29.4378769904459,21.5621230095541,-29.3518344762643,21.6481655237357,55,29.5,-3.93787699044591,-3.85183447626426,127.430222222222,204.747311111111,118.6804,58.8629555555556,1484501,1576493,1377730,1138431,27415.4253402538,3.23112264513649,2.79487504805844,0.442748942714341,13040.1288004614,5.13262975778547,15.8038638985006,1.06648596693579,6.54447045707916,0.479973506985121,0.994151026716534,6.12831613666709,22950000,14.1523857302118,0.440964262365445,0.993986424179988,6.66127768951303,22950000,8.25986622073577,0.456322273168296,0.995412542588707,6.27488322185611,22950000,9.3528874024526,0.462864954884304,0.994684962593029,6.53302888162427,22950000,image_0011.jpg,0
7.38435721983369,6.1656795161401,6.81685569114467,5.26889936381819,6.3516674769694,6.5816546556596,6.10342423544177,4.71381164435799,145,124,169,93,28.3862351873909,805.778348113868,1055.75262949724,1022.36026211205,162.397744487408,0.0296440358894594,5742.09471550132,1243.92111195791,218.415082374866,1.81967213114754,0.45045045045045,-27.6087053971669,22.3912946028331,-25.6645407694908,24.3354592305092,55.5,30.5,-2.60870539716691,-0.66454076949077,121.268311111111,217.057744444444,100.815044444444,45.9321444444444,1228537,1424724,1213580,964633,24252.8035178777,2.0460861207228,2.13557477893118,0.323963860053825,13417.4530372934,5.95209150326797,9.45117647058824,1.04940792003076,3.96211817168339,0.545810644534675,0.998120422914576,6.1656795161401,22950000,13.3722630992196,0.467011843308036,0.993461305478191,6.81685569114467,22950000,5.00984392419176,0.512443200610948,0.984587955498714,5.26889936381819,22950000,7.11677814938685,0.511656617361634,0.995581507847282,6.69343817503057,22950000,image_0012.jpg,0
