entropia,entropiaR,entropiaG,entropiaB,rango_dinamico,rango_dinamicoR,rango_dinamicoG,rango_dinamicoB,std_intensidad,var_intensidad,var_intensidadR,var_intensidadG,var_intensidadB,CDR,DDLS,dist1,dist2,dist3,dist4,radioC,radioD,centro1,centro2,NRR_area_ratio,media,media_r,media_g,media_b,nitidez_borde,nitidez_bordeR,nitidez_bordeG,nitidez_bordeB,imagen,glaucoma
6.3265123247195,0.159749780842454,0.162396831439641,0.166929112124435,196,255,196,51,28.019518078548,785.093393354081,1840.03473196662,769.378976328113,52.0287903334823,1.81284916201117,0.448382126348228,-308.890098545029,-17.8900985450292,-106.740713564344,184.259286435656,324.5,179,-163.390098545029,38.7592864356561,1,128.15190592344,242.354030158308,116.878545762484,25.2231418495292,6882324,6478026,5515238,5990042,image_0001.jpg,0
6.86772745124727,0.00158088408980506,0.00194350511553215,0.00285416794057836,174,255,157,56,17.786240335082,316.350345257298,745.79958823367,316.549516303007,16.4145742205091,1.36630036630037,0.268096514745308,-58.9470394740067,41.0529605259933,-50.8288896512148,49.1711103487852,186.5,136.5,-8.94703947400671,-0.828889651214809,1,119.166109356195,227.145012502075,93.555881144586,36.7974344219253,7090456,7519817,5563385,5882943,image_0002.jpg,0
7.54853651571347,0.153463085549437,0.154517139042858,0.155942121824591,226,255,228,147,31.8967318256373,1017.40150115662,1888.63392320849,985.217828803932,227.535000731437,2.47391304347826,0.595782073813708,-245.361117683676,93.6388823163242,-200.093625421484,138.906374578516,284.5,115,-75.8611176836758,-30.5936254214837,1,117.837590931393,201.977090186348,101.593737671376,49.9419449364557,9695767,8811922,7108453,7504283,image_0003.jpg,0
6.71204396615157,-0,-0,-0,79,108,91,38,9.75002095297489,95.0629085834494,306.784183931942,98.0967622363493,23.9109542461188,2.04102564102564,0.510050251256281,-31.6486747252642,171.351325274736,-116.863688865476,86.1363111345236,199,97.5,69.8513252747358,-15.3636888654764,1,106.761021878264,188.784466710934,100.176156355068,31.3224425687914,8440982,8036578,6480156,6859490,image_0004.jpg,0
6.20532524213983,0.00947401434731399,0.00940416852187942,0.0112289494390219,204,255,207,56,14.4090995276529,207.622149197808,142.692849848144,469.797909262656,24.0497541914565,2.62844036697248,0.619546247818499,-162.311514292501,192.688485707499,-177.315049041096,177.684950958904,286.5,109,15.1884857074991,0.184950958903869,1,127.208854021889,250.0580364273,102.673724266313,28.8948013720555,7214721,7431463,5890269,6350561,image_0007.jpg,0
7.38279269195236,-0,-0,-0,171,140,192,197,27.3986217868698,750.684475819934,840.795428408401,872.917466510869,561.864691413348,2.09039548022599,0.521621621621622,-125.50511031271,67.4948896872896,-86.6832198917415,106.316780108259,185,88.5,-29.0051103127104,9.81678010825851,1,119.945661233393,193.964503033908,117.144770969661,48.7277096966092,9573621,8451787,7387456,7070136,image_0008.jpg,0
7.61661465035319,-0,-0,-0,160,126,182,180,24.9248300492069,621.247152981847,770.102897652759,715.974953715321,422.128505865786,2.16374269005848,0.537837837837838,-66.1813306353662,132.818669364634,-82.1421574625921,116.857842537408,185,85.5,33.3186693646338,17.3578425374079,1,142.145895379734,215.521452468769,135.991099583581,74.9251340868531,11775928,10278945,9084669,8755228,image_0009.jpg,0
7.3112410658047,0.282774604218544,0.285348333728908,0.284743945165203,227,255,225,165,40.7948053919286,1664.21614696533,3163.00573041296,1470.52243656055,605.667550483032,3.37714285714286,0.703891708967851,-170.830987189435,245.169012810565,-234.009234439554,181.990765560446,295.5,87.5,37.1690128105651,-26.0092344395539,1,132.875275876187,207.950496387357,115.33530172669,75.3400295145136,7497434,7121526,5652018,6020376,image_0010.jpg,1
7.57902203282999,-0,-0,-0,170,108,204,196,29.6989181221752,882.025737627665,562.383884111502,1178.14316670749,901.394375257423,1.98564593301435,0.496385542168675,-88.6761025723625,117.323897427637,-113.100777184701,92.8992228152987,207.5,104.5,14.3238974276375,-10.1007771847013,1,127.431284552846,204.747774895895,118.681761808447,58.8643169541939,8298745,7810853,6424289,6200246,image_0011.jpg,0
7.39549060338973,-0,-0,-0,148,125,173,99,28.4155711552875,807.444684081208,1056.85499773759,1023.97484827085,164.242826041041,2.33070866141732,0.570945945945946,-268.473772198373,69.5262278016265,-156.835320226761,181.164679773239,296,127,-99.4737721983735,12.1646797732391,1,121.266743574605,217.05206862401,100.81466048501,45.9335016147946,10366719,9580734,7702488,8082305,image_0012.jpg,0
